,ID_ENTIDAD,ENTIDAD,PUNTAJE_PROMEDIO,ERRORESTANDARPROMEDIO,DESVIACION,PORCENTAJE_INSUFICIENTE,PORCENTAJE_MINIMO,PORCENTAJE_SATISFACTORIO,PORCENTAJE_AVANZADO,N,ano,grado,area
1242,118,Caquetá,282,"0,918",65,17,39,39,5,2912,2015,Grado9,CompetenciasCiudadanas
1243,23,Cartagena,267,"0,561",68,28,35,30,7,8434,2015,Grado9,CompetenciasCiudadanas
1244,74,Cartago,304,"1,582",70,12,32,45,11,970,2015,Grado9,CompetenciasCiudadanas
1245,185,Casanare,299,"0,969",70,11,35,45,9,3543,2015,Grado9,CompetenciasCiudadanas
1246,119,Cauca,269,"0,51",62,23,40,33,5,9531,2015,Grado9,CompetenciasCiudadanas
1247,120,Cesar,264,"0,51",66,25,40,31,4,8668,2015,Grado9,CompetenciasCiudadanas
1248,127,Chocó,238,"0,816",61,39,38,21,2,2945,2015,Grado9,CompetenciasCiudadanas
1249,91,Chía,346,"1,786",73,5,20,53,23,1062,2015,Grado9,CompetenciasCiudadanas
1250,45,Ciénaga,237,"1,531",61,37,42,20,2,1067,2015,Grado9,CompetenciasCiudadanas
1251,125,Cundinamarca,310,"0,408",70,9,31,48,12,22913,2015,Grado9,CompetenciasCiudadanas
1252,123,Córdoba,259,"0,408",64,27,41,28,4,14843,2015,Grado9,CompetenciasCiudadanas
1253,52,Cúcuta,303,"0,714",70,12,33,43,12,5802,2015,Grado9,CompetenciasCiudadanas
1254,58,Dosquebradas,317,"1,582",70,7,29,51,13,1203,2015,Grado9,CompetenciasCiudadanas
1255,17,Duitama,350,"1,837",75,4,20,50,26,1050,2015,Grado9,CompetenciasCiudadanas
1256,5,Envigado,343,"1,735",79,8,22,45,26,1231,2015,Grado9,CompetenciasCiudadanas
1257,89,Facatativá,325,"2,041",69,6,27,52,15,1017,2015,Grado9,CompetenciasCiudadanas
1258,22,Florencia,300,"1,429",66,9,35,47,8,1283,2015,Grado9,CompetenciasCiudadanas
1259,64,Floridablanca,330,"1,224",71,7,24,53,17,1678,2015,Grado9,CompetenciasCiudadanas
1260,35,Fusagasugá,316,"1,786",73,9,29,48,14,1046,2015,Grado9,CompetenciasCiudadanas
1261,36,Girardot,288,"1,888",70,16,36,40,7,741,2015,Grado9,CompetenciasCiudadanas
1262,65,Girón,307,"1,684",71,9,32,50,9,1040,2015,Grado9,CompetenciasCiudadanas
1263,38,Guainía,266,"4,235",63,32,29,33,5,210,2015,Grado9,CompetenciasCiudadanas
1264,39,Guaviare,270,"2,398",66,22,39,35,3,688,2015,Grado9,CompetenciasCiudadanas
1265,141,Huila,298,"0,51",68,11,36,45,9,8831,2015,Grado9,CompetenciasCiudadanas
1266,69,Ibagué,308,"0,816",72,11,31,46,12,4468,2015,Grado9,CompetenciasCiudadanas
1267,88,Ipiales,312,"1,837",67,8,29,52,11,803,2015,Grado9,CompetenciasCiudadanas
1268,6,Itagüí,294,"1,531",77,18,31,39,12,1471,2015,Grado9,CompetenciasCiudadanas
1269,81,Jamundí,295,"1,735",72,14,33,46,7,830,2015,Grado9,CompetenciasCiudadanas
1270,144,La Guajira,256,"0,612",64,30,38,27,4,5209,2015,Grado9,CompetenciasCiudadanas
1271,32,Lorica,242,"1,378",62,35,42,21,3,1220,2015,Grado9,CompetenciasCiudadanas
1272,14,Magangué,263,"1,378",63,23,43,30,4,1022,2015,Grado9,CompetenciasCiudadanas
1273,147,Magdalena,255,"0,51",63,30,40,26,4,10839,2015,Grado9,CompetenciasCiudadanas
1274,43,Maicao,257,"1,378",65,30,38,28,4,1260,2015,Grado9,CompetenciasCiudadanas
1275,92,Malambo,274,"1,837",61,25,36,30,9,645,2015,Grado9,CompetenciasCiudadanas
1276,20,Manizales,316,"1,276",71,9,30,47,15,2387,2015,Grado9,CompetenciasCiudadanas
1277,3,Medellín,305,"0,459",75,14,30,43,13,15153,2015,Grado9,CompetenciasCiudadanas
1278,150,Meta,301,"0,561",70,12,34,45,10,7719,2015,Grado9,CompetenciasCiudadanas
1279,31,Montería,277,"0,867",68,21,37,34,7,3559,2015,Grado9,CompetenciasCiudadanas
1280,87,Mosquera,332,"1,582",71,5,24,54,17,1083,2015,Grado9,CompetenciasCiudadanas
1281,152,Nariño,293,"0,459",66,15,35,42,8,10390,2015,Grado9,CompetenciasCiudadanas
1282,41,Neiva,314,"1,173",71,8,31,48,13,2758,2015,Grado9,CompetenciasCiudadanas
1283,154,Norte de Santande,298,"0,459",69,13,35,43,10,10804,2015,Grado9,CompetenciasCiudadanas
1284,75,Palmira,318,"1,378",72,9,28,47,15,1756,2015,Grado9,CompetenciasCiudadanas
1285,49,Pasto,320,"1,122",70,7,30,49,15,2785,2015,Grado9,CompetenciasCiudadanas
1286,57,Pereira,312,"1,327",72,9,31,48,12,3258,2015,Grado9,CompetenciasCiudadanas
1287,82,Piedecuesta,309,"2,041",72,10,31,47,12,1032,2015,Grado9,CompetenciasCiudadanas
1288,84,Pitalito,308,"1,48",68,8,33,50,10,1053,2015,Grado9,CompetenciasCiudadanas
1289,26,Popayán,309,"1,327",66,9,32,48,11,1902,2015,Grado9,CompetenciasCiudadanas
1290,53,Putumayo,282,"0,918",66,17,38,39,5,2762,2015,Grado9,CompetenciasCiudadanas
1291,79,Quibdó,247,"1,224",64,34,39,24,3,1215,2015,Grado9,CompetenciasCiudadanas
1292,163,Quindio,298,"1,02",71,13,34,44,10,3887,2015,Grado9,CompetenciasCiudadanas
1293,93,Riohacha,271,"1,429",66,25,38,31,7,1404,2015,Grado9,CompetenciasCiudadanas
1294,83,Rionegro,331,"1,837",76,7,25,50,18,978,2015,Grado9,CompetenciasCiudadanas
1295,166,Risaralda,306,"0,714",70,10,32,47,11,6325,2015,Grado9,CompetenciasCiudadanas
1296,85,Sabaneta,348,"3,163",80,5,19,51,25,466,2015,Grado9,CompetenciasCiudadanas
1297,33,Sahagún,274,"1,735",69,20,40,35,5,968,2015,Grado9,CompetenciasCiudadanas
1298,59,San Andrés,268,"2,602",68,27,37,31,6,427,2015,Grado9,CompetenciasCiudadanas
1299,60,Santa Marta,275,"0,918",66,22,37,33,7,4287,2015,Grado9,CompetenciasCiudadanas
1300,168,Santander,314,"0,408",72,10,29,47,14,14972,2015,Grado9,CompetenciasCiudadanas
1301,67,Sincelejo,285,"1,224",70,17,37,37,8,2541,2015,Grado9,CompetenciasCiudadanas
1302,37,Soacha,298,"0,714",69,11,35,47,8,4439,2015,Grado9,CompetenciasCiudadanas
1303,18,Sogamoso,333,"1,939",71,5,22,56,17,1220,2015,Grado9,CompetenciasCiudadanas
1304,10,Soledad,278,"0,816",67,20,37,37,6,3755,2015,Grado9,CompetenciasCiudadanas
1305,170,Sucre,262,"0,612",65,26,41,29,4,8133,2015,Grado9,CompetenciasCiudadanas
1306,173,Tolima,287,"0,51",68,16,36,40,8,11057,2015,Grado9,CompetenciasCiudadanas
1307,76,Tuluá,304,"1,531",71,11,33,46,10,1625,2015,Grado9,CompetenciasCiudadanas
1308,50,Tumaco,236,"1,173",58,38,41,20,1,1333,2015,Grado9,CompetenciasCiudadanas
1309,16,Tunja,343,"1,327",71,5,21,51,23,1449,2015,Grado9,CompetenciasCiudadanas
1310,7,Turbo,251,"1,122",62,29,41,29,2,1361,2015,Grado9,CompetenciasCiudadanas
1311,80,Uribia,216,"2,092",57,51,35,13,1,410,2015,Grado9,CompetenciasCiudadanas
1312,176,Valle del Cauca,289,"0,408",69,16,35,42,8,27087,2015,Grado9,CompetenciasCiudadanas
1313,28,Valledupar,276,"0,918",68,21,38,34,7,3823,2015,Grado9,CompetenciasCiudadanas
1314,77,Vaupés,240,"2,857",60,41,35,22,2,231,2015,Grado9,CompetenciasCiudadanas
1315,78,Vichada,261,"2,5",64,26,41,30,3,425,2015,Grado9,CompetenciasCiudadanas
1316,47,Villavicencio,317,"0,816",72,8,29,49,13,3868,2015,Grado9,CompetenciasCiudadanas
1317,94,Yopal,312,"1,633",71,9,32,47,13,1383,2015,Grado9,CompetenciasCiudadanas
1318,95,Yumbo,292,"2,041",71,12,38,43,7,764,2015,Grado9,CompetenciasCiudadanas
1319,86,Zipaquirá,325,"1,786",68,6,28,50,16,1074,2015,Grado9,CompetenciasCiudadanas
1320,73,Buga,310,"1,735",61,14,32,36,18,755,2012,Grado3,Lenguaje
1321,88,Ipiales,314,"1,99",58,12,32,36,20,1119,2012,Grado3,Lenguaje
1322,91,Chía,340,"1,837",62,7,22,39,32,816,2012,Grado3,Lenguaje
1323,20,Manizales,320,"0,969",61,12,28,38,21,2497,2012,Grado3,Lenguaje
1324,47,Villavicencio,316,"0,714",60,13,31,35,20,4100,2012,Grado3,Lenguaje
1325,85,Sabaneta,351,"3,163",62,5,20,40,35,337,2012,Grado3,Lenguaje
1326,1,Amazonas,258,"2,296",62,43,31,19,8,697,2012,Grado3,Lenguaje
1327,38,Guainía,237,"2,194",48,52,29,14,4,427,2012,Grado3,Lenguaje
1328,28,Valledupar,291,"0,867",62,25,33,28,14,3711,2012,Grado3,Lenguaje
1329,92,Malambo,305,"1,633",60,28,25,23,24,1004,2012,Grado3,Lenguaje
1330,71,Cali,318,"0,51",61,14,29,37,21,11326,2012,Grado3,Lenguaje
1331,64,Floridablanca,335,"1,48",63,8,25,38,29,1837,2012,Grado3,Lenguaje
1332,89,Facatativá,318,"1,837",59,13,28,37,22,1113,2012,Grado3,Lenguaje
1333,55,Armenia,312,"1,276",60,14,32,36,18,1907,2012,Grado3,Lenguaje
1334,53,Putumayo,280,"0,969",56,28,37,28,8,3135,2012,Grado3,Lenguaje
1335,72,Buenaventura,287,"1,02",62,27,33,27,13,2179,2012,Grado3,Lenguaje
1336,83,Rionegro,327,"1,684",64,9,27,41,24,805,2012,Grado3,Lenguaje
1337,78,Vichada,268,"2,092",53,38,36,21,6,550,2012,Grado3,Lenguaje
1338,45,Ciénaga,280,"2,245",59,32,33,22,14,1040,2012,Grado3,Lenguaje
1339,81,Jamundí,302,"1,939",61,16,35,37,12,741,2012,Grado3,Lenguaje
1340,5,Envigado,366,"1,786",64,5,17,34,44,910,2012,Grado3,Lenguaje
1341,41,Neiva,297,"0,969",61,20,35,31,14,2856,2012,Grado3,Lenguaje
1342,33,Sahagún,277,"1,786",62,30,35,26,9,964,2012,Grado3,Lenguaje
1343,93,Riohacha,280,"1,173",64,32,31,25,13,1932,2012,Grado3,Lenguaje
1344,62,Bucaramanga,332,"0,765",62,10,25,36,28,3903,2012,Grado3,Lenguaje
1345,26,Popayán,317,"1,224",62,12,29,38,21,1960,2012,Grado3,Lenguaje
1346,8,Arauca,283,"0,969",59,26,37,27,9,2311,2012,Grado3,Lenguaje
1347,60,Santa Marta,287,"0,867",59,28,33,26,13,4169,2012,Grado3,Lenguaje
1348,32,Lorica,261,"1,48",60,39,34,22,6,1163,2012,Grado3,Lenguaje
1349,18,Sogamoso,323,"1,531",62,10,27,39,23,1106,2012,Grado3,Lenguaje
1350,50,Tumaco,243,"1,173",56,52,29,14,6,1988,2012,Grado3,Lenguaje
1351,77,Vaupés,218,"15,714",41,70,26,4,0,10,2012,Grado3,Lenguaje
1352,120,Cesar,282,"0,459",61,30,34,25,12,10018,2012,Grado3,Lenguaje
1353,11,Barranquilla,289,"0,612",58,25,33,30,12,7740,2012,Grado3,Lenguaje
1354,154,Norte de Santander,301,"0,51",61,20,33,31,16,11472,2012,Grado3,Lenguaje
1355,14,Magangué,239,"1,531",54,52,31,14,4,1339,2012,Grado3,Lenguaje
1356,31,Montería,276,"0,765",61,33,33,23,11,3978,2012,Grado3,Lenguaje
1357,36,Girardot,277,"2,143",56,29,38,26,8,654,2012,Grado3,Lenguaje
1358,23,Cartagena,293,"0,612",62,27,29,27,17,8170,2012,Grado3,Lenguaje
1359,168,Santander,318,"0,357",64,14,29,34,22,16483,2012,Grado3,Lenguaje
1360,163,Quindio,306,"1,071",61,17,33,34,17,3651,2012,Grado3,Lenguaje
1361,141,Huila,291,"0,459",62,23,35,30,12,10738,2012,Grado3,Lenguaje
1362,166,Risaralda,305,"0,816",62,17,32,34,17,6932,2012,Grado3,Lenguaje
1363,123,Córdoba,265,"0,357",60,38,33,21,8,16273,2012,Grado3,Lenguaje
1364,6,Itagüí,325,"1,378",63,12,28,36,24,1360,2012,Grado3,Lenguaje
1365,84,Pitalito,291,"1,378",61,21,35,32,11,1365,2012,Grado3,Lenguaje
1366,117,Caldas,306,"0,612",63,17,32,34,17,7167,2012,Grado3,Lenguaje
1367,170,Sucre,264,"0,867",58,39,32,21,9,8595,2012,Grado3,Lenguaje
1368,176,Valle del Cauca,307,"0,306",62,17,31,35,18,26548,2012,Grado3,Lenguaje
1369,118,Caquetá,277,"0,918",60,30,36,26,9,4313,2012,Grado3,Lenguaje
1370,76,Tuluá,309,"1,276",62,14,33,35,17,1412,2012,Grado3,Lenguaje
1371,16,Tunja,331,"1,276",63,10,25,38,28,1374,2012,Grado3,Lenguaje
1372,69,Ibagué,314,"0,765",62,15,30,35,21,4061,2012,Grado3,Lenguaje
1373,105,Antioquia,298,"0,255",61,22,32,31,16,46464,2012,Grado3,Lenguaje
1374,113,Bolívar,265,"0,357",59,41,30,20,10,17871,2012,Grado3,Lenguaje
1375,22,Florencia,280,"1,173",58,27,36,28,9,1616,2012,Grado3,Lenguaje
1376,152,Nariño,297,"0,51",58,23,29,30,18,13223,2012,Grado3,Lenguaje
1377,147,Magdalena,267,"0,459",61,39,31,21,10,11964,2012,Grado3,Lenguaje
1378,115,Boyacá,303,"0,459",63,19,31,33,17,10664,2012,Grado3,Lenguaje
1379,49,Pasto,328,"0,867",63,10,26,39,25,3086,2012,Grado3,Lenguaje
1380,87,Mosquera,338,"1,786",61,9,22,39,30,847,2012,Grado3,Lenguaje
1381,52,Cúcuta,305,"0,714",60,18,33,33,17,5605,2012,Grado3,Lenguaje
1382,17,Duitama,347,"2,296",63,7,20,39,35,1009,2012,Grado3,Lenguaje
1383,150,Meta,298,"0,51",59,20,35,32,14,8663,2012,Grado3,Lenguaje
1384,119,Cauca,292,"0,612",62,26,31,29,15,10827,2012,Grado3,Lenguaje
1385,108,Atlántico,290,"0,357",59,26,32,29,14,16792,2012,Grado3,Lenguaje
1386,94,Yopal,299,"1,378",60,18,35,33,14,1457,2012,Grado3,Lenguaje
1387,82,Piedecuesta,326,"1,684",65,10,27,38,25,1169,2012,Grado3,Lenguaje
1388,125,Cundinamarca,315,"0,459",61,14,30,35,21,20829,2012,Grado3,Lenguaje
1389,173,Tolima,294,"0,51",63,23,33,30,15,11885,2012,Grado3,Lenguaje
1390,144,La Guajira,270,"0,612",61,38,30,21,11,6972,2012,Grado3,Lenguaje
1391,185,Casanare,290,"0,867",61,22,37,31,11,3881,2012,Grado3,Lenguaje
1392,4,Bello,318,"1,122",62,13,29,38,21,2723,2012,Grado3,Lenguaje
1393,75,Palmira,321,"1,122",65,11,28,39,22,1843,2012,Grado3,Lenguaje
1394,10,Soledad,306,"0,816",58,19,31,33,18,3892,2012,Grado3,Lenguaje
1395,7,Turbo,250,"1,276",60,45,34,16,5,1560,2012,Grado3,Lenguaje
1396,59,San Andrés,283,"2,806",64,29,34,25,13,418,2012,Grado3,Lenguaje
1397,35,Fusagasugá,312,"1,531",59,13,33,36,18,1020,2012,Grado3,Lenguaje
1398,127,Chocó,254,"0,714",61,47,29,17,7,4403,2012,Grado3,Lenguaje
1399,65,Girón,312,"1,633",64,16,31,34,19,1112,2012,Grado3,Lenguaje
1400,3,Medellín,310,"0,408",62,16,31,34,19,15252,2012,Grado3,Lenguaje
1401,86,Zipaquirá,342,"1,582",62,8,24,35,33,858,2012,Grado3,Lenguaje
1402,58,Dosquebradas,312,"1,173",61,13,32,37,18,1423,2012,Grado3,Lenguaje
1403,67,Sincelejo,293,"0,969",61,26,30,28,16,2544,2012,Grado3,Lenguaje
1404,57,Pereira,312,"1,224",61,15,31,35,20,3341,2012,Grado3,Lenguaje
1405,12,"Bogotá, D.C.",333,"0,306",62,10,26,37,28,48491,2012,Grado3,Lenguaje
1406,43,Maicao,264,"1,327",61,42,29,19,10,1649,2012,Grado3,Lenguaje
1407,63,Barrancabermeja,302,"1,48",63,20,33,31,17,1895,2012,Grado3,Lenguaje
1408,39,Guaviare,266,"2,092",61,35,37,22,6,682,2012,Grado3,Lenguaje
1409,79,Quibdó,270,"1,378",59,38,30,22,11,1212,2012,Grado3,Lenguaje
1410,90,Apartadó,276,"1,531",58,31,35,25,9,1364,2012,Grado3,Lenguaje
1411,37,Soacha,322,"0,867",60,11,28,40,22,3721,2012,Grado3,Lenguaje
1412,80,Uribia,248,"2,908",63,47,33,16,5,495,2012,Grado3,Lenguaje
1413,74,Cartago,298,"1,531",64,20,33,34,14,924,2012,Grado3,Lenguaje
1414,75,Palmira,319,"1,429",65,14,28,36,23,1872,2013,Grado3,Lenguaje
1415,4,Bello,323,"0,918",62,12,28,38,23,2922,2013,Grado3,Lenguaje
1416,35,Fusagasugá,317,"1,582",60,11,30,39,20,1012,2013,Grado3,Lenguaje
1417,90,Apartadó,281,"1,531",56,28,34,29,9,1103,2013,Grado3,Lenguaje
1418,37,Soacha,326,"0,714",59,9,27,41,23,3925,2013,Grado3,Lenguaje
1419,65,Girón,314,"1,582",64,15,29,36,19,1178,2013,Grado3,Lenguaje
1420,28,Valledupar,305,"0,867",59,21,31,29,19,3658,2013,Grado3,Lenguaje
1421,92,Malambo,301,"1,735",57,27,27,24,22,787,2013,Grado3,Lenguaje
1422,64,Floridablanca,344,"1,173",66,7,22,38,34,1827,2013,Grado3,Lenguaje
1423,71,Cali,322,"0,561",62,12,28,38,22,11201,2013,Grado3,Lenguaje
1424,3,Medellín,317,"0,459",62,14,29,35,21,13844,2013,Grado3,Lenguaje
1425,86,Zipaquirá,326,"1,582",57,11,28,36,26,897,2013,Grado3,Lenguaje
1426,57,Pereira,326,"1,122",62,11,28,36,25,3035,2013,Grado3,Lenguaje
1427,12,"Bogotá, D.C.",340,"0,255",62,9,23,37,31,45930,2013,Grado3,Lenguaje
1428,80,Uribia,239,"1,582",63,59,22,13,6,1400,2013,Grado3,Lenguaje
1429,74,Cartago,321,"2,092",68,13,29,34,24,869,2013,Grado3,Lenguaje
1430,43,Maicao,255,"1,224",60,45,31,18,6,1517,2013,Grado3,Lenguaje
1431,89,Facatativá,332,"1,888",59,9,25,38,28,952,2013,Grado3,Lenguaje
1432,33,Sahagún,285,"1,837",66,28,35,26,12,964,2013,Grado3,Lenguaje
1433,93,Riohacha,279,"1,224",64,34,32,23,12,1795,2013,Grado3,Lenguaje
1434,55,Armenia,317,"1,429",63,15,29,35,22,1773,2013,Grado3,Lenguaje
1435,53,Putumayo,280,"0,867",57,27,38,26,8,2885,2013,Grado3,Lenguaje
1436,72,Buenaventura,280,"1,071",60,30,33,26,11,2396,2013,Grado3,Lenguaje
1437,73,Buga,307,"1,939",64,16,32,36,16,684,2013,Grado3,Lenguaje
1438,88,Ipiales,323,"1,837",59,10,29,38,23,997,2013,Grado3,Lenguaje
1439,91,Chía,342,"2,143",62,7,19,38,36,607,2013,Grado3,Lenguaje
1440,83,Rionegro,334,"1,684",61,8,24,42,26,869,2013,Grado3,Lenguaje
1441,78,Vichada,280,"3,061",60,28,37,28,7,291,2013,Grado3,Lenguaje
1442,45,Ciénaga,265,"1,582",56,41,29,19,11,923,2013,Grado3,Lenguaje
1443,81,Jamundí,288,"1,99",59,23,37,31,10,713,2013,Grado3,Lenguaje
1444,14,Magangué,251,"1,531",54,46,32,18,5,1175,2013,Grado3,Lenguaje
1445,31,Montería,284,"0,918",61,30,32,26,13,3971,2013,Grado3,Lenguaje
1446,36,Girardot,294,"1,888",59,22,36,29,14,633,2013,Grado3,Lenguaje
1447,23,Cartagena,303,"0,612",64,24,29,27,20,7350,2013,Grado3,Lenguaje
1448,5,Envigado,359,"2,296",65,6,18,35,41,894,2013,Grado3,Lenguaje
1449,41,Neiva,299,"0,867",60,20,34,31,15,2736,2013,Grado3,Lenguaje
1450,62,Bucaramanga,335,"1,071",62,9,25,36,30,3732,2013,Grado3,Lenguaje
1451,26,Popayán,324,"1,224",63,11,28,39,23,1817,2013,Grado3,Lenguaje
1452,6,Itagüí,325,"1,378",63,12,27,38,24,1395,2013,Grado3,Lenguaje
1453,84,Pitalito,294,"1,429",59,20,37,31,12,1156,2013,Grado3,Lenguaje
1454,8,Arauca,287,"1,02",61,24,37,29,10,2207,2013,Grado3,Lenguaje
1455,60,Santa Marta,293,"0,969",60,25,33,28,15,3865,2013,Grado3,Lenguaje
1456,32,Lorica,262,"1,582",59,38,34,21,7,1070,2013,Grado3,Lenguaje
1457,18,Sogamoso,332,"1,378",61,9,26,37,28,1025,2013,Grado3,Lenguaje
1458,50,Tumaco,242,"1,276",59,54,26,13,6,1702,2013,Grado3,Lenguaje
1459,16,Tunja,341,"1,582",62,8,22,37,33,1357,2013,Grado3,Lenguaje
1460,69,Ibagué,321,"0,816",61,14,29,33,24,3994,2013,Grado3,Lenguaje
1461,11,Barranquilla,304,"0,612",59,20,31,31,18,7911,2013,Grado3,Lenguaje
1462,77,Vaupés,220,"3,367",49,68,23,9,1,186,2013,Grado3,Lenguaje
1463,22,Florencia,290,"1,429",62,25,34,29,13,1317,2013,Grado3,Lenguaje
1464,152,Nariño,298,"0,459",59,23,29,31,18,12041,2013,Grado3,Lenguaje
1465,147,Magdalena,274,"0,561",62,37,30,21,12,10859,2013,Grado3,Lenguaje
1466,115,Boyacá,310,"0,51",63,17,30,33,20,9823,2013,Grado3,Lenguaje
1467,120,Cesar,289,"0,561",61,28,32,25,15,9806,2013,Grado3,Lenguaje
1468,154,Norte de Santander,305,"0,51",61,18,33,33,17,11222,2013,Grado3,Lenguaje
1469,168,Santander,319,"0,357",64,14,28,34,24,16203,2013,Grado3,Lenguaje
1470,163,Quindio,309,"1,071",64,17,32,33,19,3468,2013,Grado3,Lenguaje
1471,141,Huila,293,"0,51",61,22,36,30,13,10134,2013,Grado3,Lenguaje
1472,150,Meta,305,"0,561",61,18,33,32,17,8052,2013,Grado3,Lenguaje
1473,119,Cauca,293,"0,51",63,26,31,28,16,10199,2013,Grado3,Lenguaje
1474,108,Atlántico,299,"0,408",59,23,31,29,17,16074,2013,Grado3,Lenguaje
1475,166,Risaralda,314,"0,663",62,14,30,36,20,6152,2013,Grado3,Lenguaje
1476,123,Córdoba,269,"0,459",59,36,34,21,9,15805,2013,Grado3,Lenguaje
1477,117,Caldas,309,"0,765",64,16,32,34,18,6251,2013,Grado3,Lenguaje
1478,170,Sucre,268,"0,51",58,39,32,20,10,7724,2013,Grado3,Lenguaje
1479,125,Cundinamarca,319,"0,408",62,13,28,37,22,19941,2013,Grado3,Lenguaje
1480,173,Tolima,297,"0,459",62,23,33,29,16,11255,2013,Grado3,Lenguaje
1481,144,La Guajira,259,"0,612",61,45,28,18,8,7725,2013,Grado3,Lenguaje
1482,185,Casanare,297,"0,816",62,20,35,32,13,3676,2013,Grado3,Lenguaje
1483,176,Valle del Cauca,309,"0,459",63,17,31,35,18,25768,2013,Grado3,Lenguaje
1484,118,Caquetá,279,"0,816",61,30,34,25,10,3833,2013,Grado3,Lenguaje
1485,105,Antioquia,303,"0,255",61,21,31,31,18,42917,2013,Grado3,Lenguaje
1486,113,Bolívar,271,"0,408",59,39,30,20,11,16342,2013,Grado3,Lenguaje
1487,127,Chocó,261,"0,969",65,46,27,16,11,3842,2013,Grado3,Lenguaje
1488,76,Tuluá,307,"1,327",65,16,33,34,17,1408,2013,Grado3,Lenguaje
1489,10,Soledad,315,"0,765",58,16,30,33,22,3567,2013,Grado3,Lenguaje
1490,7,Turbo,242,"1,173",56,52,32,13,3,1496,2013,Grado3,Lenguaje
1491,59,San Andrés,278,"2,245",56,28,38,28,6,383,2013,Grado3,Lenguaje
1492,20,Manizales,324,"1,173",62,11,28,37,24,2210,2013,Grado3,Lenguaje
1493,47,Villavicencio,323,"0,714",62,12,29,36,23,4101,2013,Grado3,Lenguaje
1494,85,Sabaneta,358,"3,265",68,7,18,34,42,299,2013,Grado3,Lenguaje
1495,1,Amazonas,261,"1,939",58,39,35,22,5,640,2013,Grado3,Lenguaje
1496,38,Guainía,252,"2,704",62,51,25,16,8,395,2013,Grado3,Lenguaje
1497,49,Pasto,329,"0,969",60,9,26,40,25,3033,2013,Grado3,Lenguaje
1498,87,Mosquera,334,"1,888",61,9,25,38,28,848,2013,Grado3,Lenguaje
1499,52,Cúcuta,310,"0,663",60,15,32,34,18,5466,2013,Grado3,Lenguaje
1500,17,Duitama,351,"2,041",61,5,19,40,36,903,2013,Grado3,Lenguaje
1501,58,Dosquebradas,313,"1,429",62,13,30,40,18,1266,2013,Grado3,Lenguaje
1502,67,Sincelejo,302,"0,969",60,26,29,25,21,1979,2013,Grado3,Lenguaje
1503,94,Yopal,307,"1,276",60,15,34,34,17,1405,2013,Grado3,Lenguaje
1504,82,Piedecuesta,325,"1,684",64,11,28,34,27,1133,2013,Grado3,Lenguaje
1505,63,Barrancabermeja,310,"1,378",64,17,31,31,21,1846,2013,Grado3,Lenguaje
1506,39,Guaviare,269,"1,939",57,32,39,24,5,697,2013,Grado3,Lenguaje
1507,79,Quibdó,279,"1,735",64,35,30,22,13,934,2013,Grado3,Lenguaje
1508,89,Facatativá,337,"1,531",62,8,25,38,30,1041,2014,Grado3,Lenguaje
1509,33,Sahagún,288,"1,735",62,24,36,31,10,884,2014,Grado3,Lenguaje
1510,93,Riohacha,281,"1,276",61,31,33,25,12,1901,2014,Grado3,Lenguaje
1511,55,Armenia,327,"1,173",63,11,26,38,25,1777,2014,Grado3,Lenguaje
1512,53,Putumayo,288,"1,071",59,25,35,29,11,2993,2014,Grado3,Lenguaje
1513,72,Buenaventura,282,"1,071",62,31,32,23,13,2792,2014,Grado3,Lenguaje
1514,73,Buga,312,"2,347",64,14,28,39,20,764,2014,Grado3,Lenguaje
1515,88,Ipiales,319,"1,684",59,12,29,38,22,1062,2014,Grado3,Lenguaje
1516,91,Chía,346,"2,143",61,6,21,38,36,858,2014,Grado3,Lenguaje
1517,83,Rionegro,342,"1,786",63,6,23,39,32,826,2014,Grado3,Lenguaje
1518,78,Vichada,253,"1,786",58,47,31,18,5,710,2014,Grado3,Lenguaje
1519,45,Ciénaga,280,"1,735",60,32,31,23,14,950,2014,Grado3,Lenguaje
1520,14,Magangué,257,"1,327",59,42,33,18,6,1291,2014,Grado3,Lenguaje
1521,81,Jamundí,296,"1,939",60,18,36,36,10,728,2014,Grado3,Lenguaje
1522,31,Montería,288,"0,765",61,27,33,28,13,4013,2014,Grado3,Lenguaje
1523,36,Girardot,308,"2,449",60,17,31,34,19,688,2014,Grado3,Lenguaje
1524,23,Cartagena,309,"0,612",65,21,27,29,23,7635,2014,Grado3,Lenguaje
1525,5,Envigado,373,"2,041",63,5,13,34,49,1049,2014,Grado3,Lenguaje
1526,41,Neiva,313,"1,071",59,14,30,36,20,2657,2014,Grado3,Lenguaje
1527,62,Bucaramanga,336,"0,765",63,9,24,37,30,3857,2014,Grado3,Lenguaje
1528,6,Itagüí,336,"1,327",63,9,24,37,30,1472,2014,Grado3,Lenguaje
1529,26,Popayán,333,"1,327",65,9,24,39,28,1995,2014,Grado3,Lenguaje
1530,84,Pitalito,313,"1,684",65,15,32,35,19,1243,2014,Grado3,Lenguaje
1531,8,Arauca,299,"1,122",64,19,35,33,14,2503,2014,Grado3,Lenguaje
1532,60,Santa Marta,301,"0,969",61,22,30,30,18,3852,2014,Grado3,Lenguaje
1533,32,Lorica,286,"1,837",63,28,34,25,13,1046,2014,Grado3,Lenguaje
1534,18,Sogamoso,339,"1,735",65,8,25,37,31,1025,2014,Grado3,Lenguaje
