,ID_ENTIDAD,ENTIDAD,PUNTAJE_PROMEDIO,ERRORESTANDARPROMEDIO,DESVIACION,PORCENTAJE_INSUFICIENTE,PORCENTAJE_MINIMO,PORCENTAJE_SATISFACTORIO,PORCENTAJE_AVANZADO,N,ano,grado,area
2824,73,Buga,302,"1,735",68,12,44,41,3,724,2013,Grado9,Lenguaje
2825,88,Ipiales,326,"1,582",68,7,37,50,6,1075,2013,Grado9,Lenguaje
2826,91,Chía,355,"1,888",67,4,27,55,14,934,2013,Grado9,Lenguaje
2827,83,Rionegro,331,"1,582",70,8,33,51,9,1093,2013,Grado9,Lenguaje
2828,78,Vichada,271,"3,673",63,20,53,26,1,201,2013,Grado9,Lenguaje
2829,45,Ciénaga,246,"1,735",66,38,42,19,1,982,2013,Grado9,Lenguaje
2830,93,Riohacha,276,"1,378",69,25,44,28,3,1313,2014,Grado9,Lenguaje
2831,33,Sahagún,278,"1,531",72,23,45,28,3,1087,2014,Grado9,Lenguaje
2832,55,Armenia,302,"1,071",74,16,41,37,6,2587,2014,Grado9,Lenguaje
2833,53,Putumayo,289,"0,918",66,17,48,33,3,2657,2014,Grado9,Lenguaje
2834,72,Buenaventura,250,"0,867",65,36,45,19,1,2581,2014,Grado9,Lenguaje
2835,73,Buga,307,"1,939",71,14,40,42,5,693,2014,Grado9,Lenguaje
2836,88,Ipiales,328,"1,939",67,6,39,49,7,956,2014,Grado9,Lenguaje
2837,91,Chía,353,"1,582",71,5,28,53,15,1104,2014,Grado9,Lenguaje
2838,83,Rionegro,338,"1,837",76,7,32,50,11,1068,2014,Grado9,Lenguaje
2839,78,Vichada,267,"2,959",66,27,49,23,2,397,2014,Grado9,Lenguaje
2840,45,Ciénaga,233,"1,531",62,45,42,12,1,1051,2014,Grado9,Lenguaje
2841,14,Magangué,269,"1,531",67,26,47,25,2,1081,2014,Grado9,Lenguaje
2842,81,Jamundí,286,"2,092",71,19,45,33,3,869,2014,Grado9,Lenguaje
2843,31,Montería,283,"0,918",70,23,43,29,5,4190,2014,Grado9,Lenguaje
2844,36,Girardot,291,"1,939",71,20,43,32,5,898,2014,Grado9,Lenguaje
2845,23,Cartagena,276,"0,612",71,28,42,27,4,9204,2014,Grado9,Lenguaje
2846,5,Envigado,355,"1,633",80,8,26,46,20,1517,2014,Grado9,Lenguaje
2847,41,Neiva,323,"0,918",74,10,38,43,9,3009,2014,Grado9,Lenguaje
2848,62,Bucaramanga,338,"0,816",75,8,31,48,13,4523,2014,Grado9,Lenguaje
2849,6,Itagüí,303,"1,378",78,17,39,36,8,1733,2014,Grado9,Lenguaje
2850,26,Popayán,316,"1,429",69,10,40,43,7,2091,2014,Grado9,Lenguaje
2851,84,Pitalito,320,"1,378",71,9,39,44,8,1117,2014,Grado9,Lenguaje
2852,8,Arauca,292,"1,071",68,16,46,35,3,1878,2014,Grado9,Lenguaje
2853,60,Santa Marta,276,"1,02",69,27,42,27,5,4202,2014,Grado9,Lenguaje
2854,32,Lorica,243,"1,531",64,40,43,17,1,1329,2014,Grado9,Lenguaje
2855,18,Sogamoso,350,"1,582",73,4,28,55,13,1285,2014,Grado9,Lenguaje
2856,50,Tumaco,228,"1,582",63,48,40,12,0,1301,2014,Grado9,Lenguaje
2857,16,Tunja,351,"1,327",71,5,30,51,15,1732,2014,Grado9,Lenguaje
2858,69,Ibagué,314,"0,714",72,12,40,41,7,4722,2014,Grado9,Lenguaje
2859,11,Barranquilla,303,"0,561",71,18,39,35,8,10185,2014,Grado9,Lenguaje
2860,77,Vaupés,254,"3,316",60,31,48,20,0,225,2014,Grado9,Lenguaje
2861,22,Florencia,299,"1,48",69,14,45,38,4,1362,2014,Grado9,Lenguaje
2862,152,Nariño,299,"0,561",66,17,41,38,5,11067,2014,Grado9,Lenguaje
2863,147,Magdalena,252,"0,459",65,36,43,18,2,11125,2014,Grado9,Lenguaje
2864,115,Boyacá,320,"0,51",71,10,39,44,8,12060,2014,Grado9,Lenguaje
2865,120,Cesar,270,"0,51",68,27,45,25,3,9412,2014,Grado9,Lenguaje
2866,154,Norte de Santander,299,"0,561",69,16,44,36,5,10684,2014,Grado9,Lenguaje
2867,168,Santander,320,"0,408",73,11,38,42,9,16928,2014,Grado9,Lenguaje
2868,163,Quindio,293,"0,816",72,18,43,35,4,4616,2014,Grado9,Lenguaje
2869,141,Huila,307,"0,51",71,12,43,39,6,9317,2014,Grado9,Lenguaje
2870,150,Meta,305,"0,561",70,13,42,39,6,7840,2014,Grado9,Lenguaje
2871,119,Cauca,272,"0,663",64,25,47,26,2,9889,2014,Grado9,Lenguaje
2872,108,Atlántico,288,"0,357",70,23,41,31,6,19551,2014,Grado9,Lenguaje
2873,166,Risaralda,311,"0,816",70,12,41,41,6,6854,2014,Grado9,Lenguaje
2874,123,Córdoba,262,"0,51",67,31,46,22,2,15496,2014,Grado9,Lenguaje
2875,117,Caldas,299,"0,663",70,16,43,38,4,7076,2014,Grado9,Lenguaje
2876,170,Sucre,263,"0,51",67,30,45,23,2,8280,2014,Grado9,Lenguaje
2877,125,Cundinamarca,316,"0,357",70,10,40,43,7,24062,2014,Grado9,Lenguaje
2878,173,Tolima,291,"0,51",69,18,44,33,4,11682,2014,Grado9,Lenguaje
2879,144,La Guajira,257,"0,867",65,32,45,21,2,4898,2014,Grado9,Lenguaje
2880,185,Casanare,306,"0,816",70,12,44,39,5,3551,2014,Grado9,Lenguaje
2881,176,Valle del Cauca,292,"0,357",71,18,43,35,4,27923,2014,Grado9,Lenguaje
2882,118,Caquetá,284,"0,969",67,21,46,31,2,2968,2014,Grado9,Lenguaje
2883,113,Bolívar,261,"0,408",68,33,43,21,3,17691,2014,Grado9,Lenguaje
2884,105,Antioquia,301,"0,255",73,18,40,36,7,46048,2014,Grado9,Lenguaje
2885,127,Chocó,236,"1,02",61,43,43,13,1,3159,2014,Grado9,Lenguaje
2886,76,Tuluá,306,"1,327",73,14,41,39,6,1820,2014,Grado9,Lenguaje
2887,10,Soledad,287,"0,918",70,21,43,32,4,3921,2014,Grado9,Lenguaje
2888,7,Turbo,242,"1,378",62,38,47,15,1,1239,2014,Grado9,Lenguaje
2889,59,San Andrés,276,"2,296",71,28,40,28,4,527,2014,Grado9,Lenguaje
2890,20,Manizales,313,"0,969",70,13,38,43,6,2813,2014,Grado9,Lenguaje
2891,47,Villavicencio,321,"0,765",72,10,38,45,8,4048,2014,Grado9,Lenguaje
2892,85,Sabaneta,361,"3,469",81,5,24,53,18,457,2014,Grado9,Lenguaje
2893,1,Amazonas,263,"1,939",63,27,50,21,2,625,2014,Grado9,Lenguaje
2894,38,Guainía,271,"4,082",61,29,48,22,2,182,2014,Grado9,Lenguaje
2895,49,Pasto,331,"1,071",69,7,36,49,9,3100,2014,Grado9,Lenguaje
2896,87,Mosquera,342,"1,582",72,7,31,50,12,1145,2014,Grado9,Lenguaje
2897,52,Cúcuta,304,"0,765",69,15,42,37,6,5682,2014,Grado9,Lenguaje
2898,17,Duitama,354,"1,582",71,4,29,53,15,1230,2014,Grado9,Lenguaje
2899,58,Dosquebradas,323,"1,939",71,9,38,46,8,1309,2014,Grado9,Lenguaje
2900,67,Sincelejo,282,"0,969",72,24,41,30,4,2750,2014,Grado9,Lenguaje
2901,82,Piedecuesta,316,"1,48",75,11,39,42,8,1207,2014,Grado9,Lenguaje
2902,94,Yopal,321,"1,327",70,9,40,44,8,1387,2014,Grado9,Lenguaje
2903,63,Barrancabermeja,299,"1,224",72,18,43,31,8,1818,2014,Grado9,Lenguaje
2904,79,Quibdó,246,"1,48",64,38,45,16,2,1168,2014,Grado9,Lenguaje
2905,39,Guaviare,276,"2,194",67,23,48,27,2,627,2014,Grado9,Lenguaje
2906,75,Palmira,325,"1,378",73,10,35,46,9,1940,2014,Grado9,Lenguaje
2907,4,Bello,314,"0,918",75,13,39,41,8,3053,2014,Grado9,Lenguaje
2908,35,Fusagasugá,322,"1,684",71,7,38,48,6,1168,2014,Grado9,Lenguaje
2909,90,Apartadó,262,"1,684",67,30,47,22,2,1060,2014,Grado9,Lenguaje
2910,37,Soacha,304,"0,714",70,12,44,41,4,4603,2014,Grado9,Lenguaje
2911,65,Girón,308,"1,378",71,12,43,40,5,1112,2014,Grado9,Lenguaje
2912,28,Valledupar,284,"0,816",71,23,42,30,5,4098,2014,Grado9,Lenguaje
2913,92,Malambo,278,"2,398",65,24,44,29,3,794,2014,Grado9,Lenguaje
2914,64,Floridablanca,348,"1,122",73,6,29,51,14,1896,2014,Grado9,Lenguaje
2915,71,Cali,297,"0,51",71,16,43,37,4,12239,2014,Grado9,Lenguaje
2916,3,Medellín,310,"0,408",75,16,38,38,9,17011,2014,Grado9,Lenguaje
2917,86,Zipaquirá,342,"1,939",71,5,33,51,12,1150,2014,Grado9,Lenguaje
2918,57,Pereira,317,"0,918",71,11,39,44,7,3628,2014,Grado9,Lenguaje
2919,12,"Bogotá, D.C.",328,"0,255",72,9,36,45,10,60198,2014,Grado9,Lenguaje
2920,80,Uribia,238,"2,347",60,40,46,14,0,343,2014,Grado9,Lenguaje
2921,74,Cartago,307,"1,735",72,13,42,40,6,956,2014,Grado9,Lenguaje
2922,43,Maicao,255,"1,429",64,33,45,21,1,1128,2014,Grado9,Lenguaje
2923,89,Facatativá,332,"1,531",70,7,36,49,9,1130,2014,Grado9,Lenguaje
2924,88,Ipiales,314,"1,939",65,9,42,44,5,836,2015,Grado9,Lenguaje
2925,91,Chía,350,"1,939",71,5,29,52,14,1078,2015,Grado9,Lenguaje
2926,83,Rionegro,335,"1,786",73,7,35,48,11,983,2015,Grado9,Lenguaje
2927,78,Vichada,257,"2,245",65,30,50,20,1,424,2015,Grado9,Lenguaje
2928,45,Ciénaga,239,"1,48",62,39,47,14,1,1073,2015,Grado9,Lenguaje
2929,81,Jamundí,293,"1,633",68,15,46,36,3,842,2015,Grado9,Lenguaje
2930,14,Magangué,263,"1,786",63,27,50,21,2,1028,2015,Grado9,Lenguaje
2931,31,Montería,277,"0,918",66,24,45,27,4,3585,2015,Grado9,Lenguaje
2932,36,Girardot,288,"2,092",68,17,48,33,3,748,2015,Grado9,Lenguaje
2933,23,Cartagena,273,"0,612",66,28,43,25,4,8377,2015,Grado9,Lenguaje
2934,5,Envigado,351,"1,684",78,7,29,48,17,1225,2015,Grado9,Lenguaje
2935,41,Neiva,317,"1,02",71,10,40,42,8,2766,2015,Grado9,Lenguaje
2936,62,Bucaramanga,340,"0,969",73,8,32,48,13,3935,2015,Grado9,Lenguaje
2937,26,Popayán,310,"1,582",68,12,41,41,6,1860,2015,Grado9,Lenguaje
2938,6,Itagüí,303,"1,786",73,16,40,38,7,1475,2015,Grado9,Lenguaje
2939,84,Pitalito,312,"1,837",69,9,42,43,5,1056,2015,Grado9,Lenguaje
2940,8,Arauca,289,"1,173",67,17,48,32,3,1757,2015,Grado9,Lenguaje
2941,60,Santa Marta,281,"0,918",68,24,44,28,5,4268,2015,Grado9,Lenguaje
2942,32,Lorica,242,"1,582",64,41,43,15,2,1212,2015,Grado9,Lenguaje
2943,18,Sogamoso,335,"1,888",68,5,33,53,8,1223,2015,Grado9,Lenguaje
2944,50,Tumaco,232,"1,939",60,44,43,12,0,1325,2015,Grado9,Lenguaje
2945,16,Tunja,349,"1,327",70,5,30,51,14,1447,2015,Grado9,Lenguaje
2946,69,Ibagué,314,"0,765",71,11,40,41,7,4443,2015,Grado9,Lenguaje
2947,11,Barranquilla,302,"0,51",69,17,41,34,7,9774,2015,Grado9,Lenguaje
2948,77,Vaupés,252,"4,592",63,31,50,18,1,237,2015,Grado9,Lenguaje
2949,22,Florencia,300,"1,582",66,13,45,38,4,1289,2015,Grado9,Lenguaje
2950,152,Nariño,292,"0,561",65,18,43,35,4,10451,2015,Grado9,Lenguaje
2951,147,Magdalena,255,"0,51",64,33,46,19,2,10825,2015,Grado9,Lenguaje
2952,115,Boyacá,310,"0,561",68,12,42,40,6,10563,2015,Grado9,Lenguaje
2953,120,Cesar,263,"0,612",65,29,47,22,2,8623,2015,Grado9,Lenguaje
2954,154,Norte de Santande,301,"0,561",69,15,44,36,6,10731,2015,Grado9,Lenguaje
2955,168,Santander,317,"0,51",71,12,39,42,8,15043,2015,Grado9,Lenguaje
2956,163,Quindio,301,"0,867",71,15,44,36,5,3915,2015,Grado9,Lenguaje
2957,141,Huila,300,"0,561",68,14,46,37,4,8859,2015,Grado9,Lenguaje
2958,150,Meta,304,"0,765",70,14,43,38,5,7713,2015,Grado9,Lenguaje
2959,119,Cauca,265,"0,561",62,28,47,23,2,9346,2015,Grado9,Lenguaje
2960,108,Atlántico,286,"0,357",67,22,43,30,5,19060,2015,Grado9,Lenguaje
2961,166,Risaralda,310,"0,765",69,11,43,40,6,6268,2015,Grado9,Lenguaje
2962,123,Córdoba,258,"0,408",63,31,47,20,2,14841,2015,Grado9,Lenguaje
2963,117,Caldas,302,"0,867",68,13,43,39,4,6184,2015,Grado9,Lenguaje
2964,170,Sucre,261,"0,816",66,30,46,21,2,8130,2015,Grado9,Lenguaje
2965,125,Cundinamarca,313,"0,408",69,11,41,42,7,22896,2015,Grado9,Lenguaje
2966,76,Tuluá,304,"1,633",71,14,42,39,5,1643,2015,Grado9,Lenguaje
2967,173,Tolima,288,"0,459",67,19,46,32,4,11067,2015,Grado9,Lenguaje
2968,144,La Guajira,259,"0,663",64,31,46,21,2,5223,2015,Grado9,Lenguaje
2969,185,Casanare,298,"1,02",69,14,46,36,5,3549,2015,Grado9,Lenguaje
2970,176,Valle del Cauca,292,"0,357",69,17,44,35,4,26811,2015,Grado9,Lenguaje
2971,118,Caquetá,280,"0,969",64,21,48,29,2,2906,2015,Grado9,Lenguaje
2972,105,Antioquia,301,"0,255",71,17,42,36,6,40851,2015,Grado9,Lenguaje
2973,113,Bolívar,259,"0,408",64,33,44,20,3,16819,2015,Grado9,Lenguaje
2974,10,Soledad,289,"0,918",68,19,44,34,4,3768,2015,Grado9,Lenguaje
2975,7,Turbo,242,"1,327",59,36,50,14,1,1365,2015,Grado9,Lenguaje
2976,59,San Andrés,271,"2,347",68,28,44,24,4,429,2015,Grado9,Lenguaje
2977,20,Manizales,318,"1,276",70,11,38,45,7,2384,2015,Grado9,Lenguaje
2978,47,Villavicencio,322,"1,02",72,9,39,44,8,3872,2015,Grado9,Lenguaje
2979,85,Sabaneta,357,"2,398",80,6,25,52,17,467,2015,Grado9,Lenguaje
2980,127,Chocó,228,"0,867",58,47,43,11,1,2899,2015,Grado9,Lenguaje
2981,1,Amazonas,254,"1,99",65,33,46,20,1,581,2015,Grado9,Lenguaje
2982,38,Guainía,274,"5,204",63,27,41,32,1,202,2015,Grado9,Lenguaje
2983,49,Pasto,325,"1,276",69,8,38,46,8,2796,2015,Grado9,Lenguaje
2984,87,Mosquera,343,"1,684",72,6,31,51,12,1078,2015,Grado9,Lenguaje
2985,52,Cúcuta,311,"0,867",70,13,41,39,8,5787,2015,Grado9,Lenguaje
2986,17,Duitama,351,"1,735",70,4,30,52,14,1063,2015,Grado9,Lenguaje
2987,58,Dosquebradas,324,"1,531",70,7,40,45,8,1191,2015,Grado9,Lenguaje
2988,67,Sincelejo,291,"1,327",71,18,46,32,5,2538,2015,Grado9,Lenguaje
2989,94,Yopal,313,"1,378",70,11,41,40,8,1395,2015,Grado9,Lenguaje
2990,82,Piedecuesta,319,"1,939",72,10,40,43,8,1070,2015,Grado9,Lenguaje
2991,63,Barrancabermeja,297,"1,173",70,19,41,33,7,1730,2015,Grado9,Lenguaje
2992,39,Guaviare,265,"1,99",64,27,49,23,1,677,2015,Grado9,Lenguaje
2993,79,Quibdó,238,"1,276",61,39,47,13,1,1219,2015,Grado9,Lenguaje
2994,75,Palmira,322,"1,429",71,10,38,44,8,1749,2015,Grado9,Lenguaje
2995,4,Bello,319,"1,378",73,11,38,43,8,3063,2015,Grado9,Lenguaje
2996,95,Yumbo,290,"1,786",70,15,48,35,2,766,2015,Grado9,Lenguaje
2997,35,Fusagasugá,319,"1,582",71,8,41,44,6,1037,2015,Grado9,Lenguaje
2998,37,Soacha,304,"0,816",69,12,44,41,4,4439,2015,Grado9,Lenguaje
2999,90,Apartadó,267,"1,684",68,28,46,23,3,988,2015,Grado9,Lenguaje
3000,65,Girón,309,"1,582",72,11,43,42,5,1079,2015,Grado9,Lenguaje
3001,28,Valledupar,278,"0,867",68,24,44,28,4,3810,2015,Grado9,Lenguaje
3002,92,Malambo,274,"1,939",63,28,44,21,7,615,2015,Grado9,Lenguaje
3003,71,Cali,298,"0,459",71,15,44,37,4,11910,2015,Grado9,Lenguaje
3004,64,Floridablanca,341,"1,429",73,7,32,48,13,1676,2015,Grado9,Lenguaje
3005,3,Medellín,314,"0,408",74,13,39,40,8,15207,2015,Grado9,Lenguaje
3006,86,Zipaquirá,331,"1,735",71,8,35,46,11,1074,2015,Grado9,Lenguaje
3007,57,Pereira,319,"1,224",69,9,41,44,7,3222,2015,Grado9,Lenguaje
3008,12,"Bogotá, D.C.",328,"0,255",71,9,36,45,10,56851,2015,Grado9,Lenguaje
3009,74,Cartago,309,"1,786",70,13,40,42,5,981,2015,Grado9,Lenguaje
3010,80,Uribia,235,"2,959",62,41,46,12,0,409,2015,Grado9,Lenguaje
3011,43,Maicao,258,"1,684",64,32,46,21,2,1255,2015,Grado9,Lenguaje
3012,89,Facatativá,330,"1,786",68,7,36,48,8,1021,2015,Grado9,Lenguaje
3013,33,Sahagún,273,"1,429",65,23,49,25,3,974,2015,Grado9,Lenguaje
3014,93,Riohacha,276,"1,735",66,24,46,27,3,1411,2015,Grado9,Lenguaje
3015,55,Armenia,307,"1,122",73,15,41,37,7,2171,2015,Grado9,Lenguaje
3016,53,Putumayo,285,"1,02",65,19,48,31,2,2767,2015,Grado9,Lenguaje
3017,72,Buenaventura,245,"0,969",61,37,47,16,1,2387,2015,Grado9,Lenguaje
3018,73,Buga,306,"2,194",70,11,43,42,4,605,2015,Grado9,Lenguaje
3019,60,Santa Marta,292,"0,561",58,23,40,33,4,4604,2016,Grado9,Lenguaje
3020,32,Lorica,266,"1,02",56,34,44,20,2,1227,2016,Grado9,Lenguaje
3021,18,Sogamoso,342,"0,918",54,4,26,60,11,1270,2016,Grado9,Lenguaje
3022,50,Tumaco,255,"0,918",51,40,45,14,1,1480,2016,Grado9,Lenguaje
3023,16,Tunja,344,"0,816",53,5,28,54,13,1693,2016,Grado9,Lenguaje
3024,69,Ibagué,321,"0,51",56,9,36,48,7,4608,2016,Grado9,Lenguaje
3025,11,Barranquilla,321,"0,357",55,12,35,44,9,10488,2016,Grado9,Lenguaje
3026,77,Vaupés,272,"3,061",53,28,49,22,1,157,2016,Grado9,Lenguaje
3027,22,Florencia,307,"0,969",54,12,43,42,3,1357,2016,Grado9,Lenguaje
3028,152,Nariño,302,"0,306",53,16,41,38,4,11627,2016,Grado9,Lenguaje
3029,147,Magdalena,274,"0,357",55,31,42,25,2,11420,2016,Grado9,Lenguaje
3030,115,Boyacá,320,"0,306",55,9,38,47,7,11974,2016,Grado9,Lenguaje
3031,120,Cesar,285,"0,357",57,24,43,30,3,9580,2016,Grado9,Lenguaje
3032,154,Norte de Santande,310,"0,306",55,13,40,42,5,11452,2016,Grado9,Lenguaje
3033,168,Santander,321,"0,255",56,10,35,47,7,17026,2016,Grado9,Lenguaje
3034,163,Quindio,314,"0,561",58,13,37,44,6,4279,2016,Grado9,Lenguaje
3035,141,Huila,311,"0,357",54,11,43,42,5,9156,2016,Grado9,Lenguaje
3036,150,Meta,312,"0,408",56,11,41,43,5,8128,2016,Grado9,Lenguaje
3037,119,Cauca,285,"0,306",51,23,46,29,2,10147,2016,Grado9,Lenguaje
3038,108,Atlántico,304,"0,255",55,18,38,37,7,20393,2016,Grado9,Lenguaje
3039,166,Risaralda,320,"0,408",55,9,37,48,6,7041,2016,Grado9,Lenguaje
3040,123,Córdoba,281,"0,255",54,25,45,27,2,15649,2016,Grado9,Lenguaje
3041,117,Caldas,312,"0,459",55,11,39,44,5,6249,2016,Grado9,Lenguaje
3042,170,Sucre,283,"0,357",55,24,45,29,2,8215,2016,Grado9,Lenguaje
3043,125,Cundinamarca,320,"0,204",54,9,37,48,6,24484,2016,Grado9,Lenguaje
3044,173,Tolima,302,"0,306",55,15,42,38,4,11247,2016,Grado9,Lenguaje
3045,144,La Guajira,276,"0,459",54,28,44,25,2,5572,2016,Grado9,Lenguaje
3046,185,Casanare,313,"0,561",55,10,41,44,5,3552,2016,Grado9,Lenguaje
3047,76,Tuluá,316,"0,918",59,12,38,44,6,1703,2016,Grado9,Lenguaje
3048,10,Soledad,310,"0,561",55,14,39,41,6,4000,2016,Grado9,Lenguaje
3049,7,Turbo,270,"1,071",57,32,45,23,1,1166,2016,Grado9,Lenguaje
3050,59,San Andrés,283,"1,633",60,29,38,30,4,532,2016,Grado9,Lenguaje
3051,20,Manizales,326,"0,918",55,8,33,51,7,2066,2016,Grado9,Lenguaje
3052,47,Villavicencio,323,"0,51",56,8,35,50,7,4218,2016,Grado9,Lenguaje
3053,85,Sabaneta,340,"1,735",60,7,25,56,12,502,2016,Grado9,Lenguaje
3054,1,Amazonas,266,"1,327",53,31,48,19,1,697,2016,Grado9,Lenguaje
3055,38,Guainía,278,"2,143",48,29,43,28,0,249,2016,Grado9,Lenguaje
3056,176,Valle del Cauca,308,"0,204",58,15,39,41,5,27593,2016,Grado9,Lenguaje
3057,118,Caquetá,296,"0,612",53,16,47,35,2,3043,2016,Grado9,Lenguaje
3058,105,Antioquia,311,"0,204",59,14,37,42,6,44778,2016,Grado9,Lenguaje
3059,113,Bolívar,277,"0,255",56,30,41,26,3,18358,2016,Grado9,Lenguaje
3060,127,Chocó,257,"0,612",52,41,41,18,1,3189,2016,Grado9,Lenguaje
3061,49,Pasto,329,"0,612",55,7,34,52,8,3069,2016,Grado9,Lenguaje
3062,87,Mosquera,339,"0,969",55,5,29,55,11,1193,2016,Grado9,Lenguaje
3063,52,Cúcuta,317,"0,459",56,12,36,45,7,5814,2016,Grado9,Lenguaje
3064,17,Duitama,349,"0,918",55,3,24,60,13,1215,2016,Grado9,Lenguaje
3065,58,Dosquebradas,327,"0,867",55,7,34,53,7,1451,2016,Grado9,Lenguaje
3066,67,Sincelejo,302,"0,714",59,17,41,38,5,2732,2016,Grado9,Lenguaje
3067,94,Yopal,324,"0,867",53,7,37,48,8,1430,2016,Grado9,Lenguaje
3068,82,Piedecuesta,327,"1,071",57,9,32,50,8,1224,2016,Grado9,Lenguaje
3069,63,Barrancabermeja,306,"0,867",57,18,37,39,6,1791,2016,Grado9,Lenguaje
3070,39,Guaviare,283,"1,429",53,22,49,28,2,584,2016,Grado9,Lenguaje
3071,79,Quibdó,268,"0,918",50,32,46,21,1,1219,2016,Grado9,Lenguaje
3072,75,Palmira,332,"0,765",55,7,30,55,8,1938,2016,Grado9,Lenguaje
3073,4,Bello,324,"0,714",60,12,30,51,8,2913,2016,Grado9,Lenguaje
3074,95,Yumbo,300,"1,429",58,14,47,37,3,704,2016,Grado9,Lenguaje
3075,35,Fusagasugá,320,"0,969",55,8,39,48,5,1176,2016,Grado9,Lenguaje
3076,90,Apartadó,292,"1,071",59,20,45,32,3,1084,2016,Grado9,Lenguaje
3077,37,Soacha,316,"0,459",56,9,40,45,5,5290,2016,Grado9,Lenguaje
3078,65,Girón,316,"1,071",58,10,39,46,5,1054,2016,Grado9,Lenguaje
3079,28,Valledupar,299,"0,51",56,18,42,37,4,4283,2016,Grado9,Lenguaje
3080,92,Malambo,300,"1,122",52,17,41,36,6,892,2016,Grado9,Lenguaje
3081,64,Floridablanca,337,"0,816",55,7,29,53,11,1902,2016,Grado9,Lenguaje
3082,71,Cali,314,"0,357",58,12,38,44,6,12262,2016,Grado9,Lenguaje
3083,3,Medellín,319,"0,306",60,12,35,46,8,16577,2016,Grado9,Lenguaje
3084,57,Pereira,327,"0,561",55,7,34,51,8,3559,2016,Grado9,Lenguaje
3085,86,Zipaquirá,326,"1,071",53,8,34,50,8,1051,2016,Grado9,Lenguaje
3086,12,"Bogotá, D.C.",331,"0,153",54,7,32,52,9,59610,2016,Grado9,Lenguaje
3087,80,Uribia,241,"1,48",52,50,38,12,0,466,2016,Grado9,Lenguaje
3088,74,Cartago,320,"1,122",56,9,36,49,6,952,2016,Grado9,Lenguaje
3089,43,Maicao,278,"0,969",56,28,45,24,3,1391,2016,Grado9,Lenguaje
3090,89,Facatativá,330,"0,969",49,6,33,54,8,1120,2016,Grado9,Lenguaje
3091,93,Riohacha,289,"0,867",55,23,44,30,4,1586,2016,Grado9,Lenguaje
3092,33,Sahagún,290,"1,071",55,18,49,32,2,1004,2016,Grado9,Lenguaje
3093,55,Armenia,319,"0,765",59,12,34,47,8,2368,2016,Grado9,Lenguaje
3094,53,Putumayo,299,"0,612",53,14,46,37,3,2990,2016,Grado9,Lenguaje
3095,72,Buenaventura,271,"0,663",55,32,44,23,1,2556,2016,Grado9,Lenguaje
3096,73,Buga,317,"1,327",56,10,35,51,4,712,2016,Grado9,Lenguaje
3097,88,Ipiales,324,"1,02",53,8,36,51,6,1013,2016,Grado9,Lenguaje
3098,83,Rionegro,335,"1,122",57,6,31,54,10,1026,2016,Grado9,Lenguaje
3099,91,Chía,349,"0,918",52,3,24,60,13,1188,2016,Grado9,Lenguaje
3100,78,Vichada,279,"1,531",55,27,43,29,2,470,2016,Grado9,Lenguaje
3101,45,Ciénaga,261,"1,122",54,40,38,22,1,999,2016,Grado9,Lenguaje
3102,81,Jamundí,301,"1,276",61,17,40,39,5,883,2016,Grado9,Lenguaje
3103,31,Montería,298,"0,51",54,18,42,36,4,4221,2016,Grado9,Lenguaje
3104,14,Magangué,284,"0,969",53,21,48,30,2,1110,2016,Grado9,Lenguaje
3105,36,Girardot,300,"1,224",58,15,42,39,4,817,2016,Grado9,Lenguaje
3106,23,Cartagena,286,"0,357",57,26,39,31,4,9507,2016,Grado9,Lenguaje
3107,5,Envigado,336,"1,02",61,9,26,53,12,1412,2016,Grado9,Lenguaje
3108,41,Neiva,322,"0,612",54,9,37,48,7,2884,2016,Grado9,Lenguaje
3109,62,Bucaramanga,335,"0,51",55,7,30,54,10,4534,2016,Grado9,Lenguaje
3110,26,Popayán,323,"0,765",54,8,36,50,6,2119,2016,Grado9,Lenguaje
3111,6,Itagüí,317,"0,969",64,14,34,43,9,1770,2016,Grado9,Lenguaje
3112,84,Pitalito,322,"1,02",55,8,37,48,7,1104,2016,Grado9,Lenguaje
3113,8,Arauca,302,"0,765",54,14,44,39,3,2021,2016,Grado9,Lenguaje
3114,86,Zipaquirá,340,"0,255",52,4,30,55,11,1664,2017,Grado9,Lenguaje
3115,57,Pereira,329,"0,204",54,6,37,50,8,5323,2017,Grado9,Lenguaje
3116,12,"Bogotá, D.C.",338,"0,051",54,5,32,53,11,85388,2017,Grado9,Lenguaje
3117,74,Cartago,320,"0,357",57,9,38,46,7,1298,2017,Grado9,Lenguaje
3118,80,Uribia,258,"0,51",49,35,52,12,1,881,2017,Grado9,Lenguaje
3119,43,Maicao,278,"0,459",53,24,50,24,2,1991,2017,Grado9,Lenguaje
3120,89,Facatativá,341,"0,255",53,4,29,56,11,1753,2017,Grado9,Lenguaje
3121,33,Sahagún,301,"0,306",56,13,48,36,4,1506,2017,Grado9,Lenguaje
3122,93,Riohacha,295,"0,255",53,17,46,33,4,2513,2017,Grado9,Lenguaje
3123,55,Armenia,327,"0,255",58,8,35,48,10,3469,2017,Grado9,Lenguaje
3124,53,Putumayo,302,"0,204",53,12,48,37,3,4556,2017,Grado9,Lenguaje
3125,72,Buenaventura,279,"0,204",51,22,52,25,1,3965,2017,Grado9,Lenguaje
3126,73,Buga,318,"0,459",55,7,41,47,5,1064,2017,Grado9,Lenguaje
